account_id,symbol,trade_date,quantity,price
ACC-0051,AAPL,2026-04-27,9,147.68
ACC-0051,GOOGL,2026-05-01,-28,120.05
ACC-0051,GOOGL,2026-05-04,-22,121.65
ACC-0051,MSFT,2026-05-13,-28,281.58
ACC-0051,GOOGL,2026-05-20,-13,124.32
ACC-0051,AVGO,2026-05-22,51,181.72
ACC-0051,AVGO,2026-05-28,14,182.46
ACC-0051,AVGO,2026-06-15,34,172.85
ACC-0051,MSFT,2026-06-17,-12,265.24
ACC-0051,MSFT,2026-06-23,-35,251.50
ACC-0051,GOOGL,2026-06-24,38,129.49
ACC-0051,HOOD,2026-06-25,15,170.48
ACC-0051,AVGO,2026-07-07,-27,204.67
ACC-0051,GOOGL,2026-07-16,-41,128.55
ACC-0051,PYPL,2026-08-05,23,15.19
ACC-0051,AVGO,2026-08-10,10,202.14
ACC-0051,AVGO,2026-08-25,56,212.30
ACC-0051,AVGO,2026-08-26,-21,208.81
ACC-0051,AVGO,2026-09-02,59,212.86
ACC-0052,WMT,2025-06-26,24,135.13
ACC-0052,MRVL,2025-07-03,-57,187.17
ACC-0052,VRT,2025-07-28,-55,116.46
ACC-0052,WMT,2025-08-18,31,158.01
ACC-0052,WMT,2025-08-22,49,169.31
ACC-0052,CRWD,2025-08-25,7,410.85
ACC-0052,PLTR,2025-08-26,-24,194.52
ACC-0052,TSLA,2025-08-27,47,179.03
ACC-0052,TSLA,2025-09-22,48,193.46
ACC-0052,UBER,2025-09-29,18,187.95
ACC-0052,WMT,2025-10-22,32,132.85
ACC-0052,NVDA,2025-11-07,-46,270.14
ACC-0052,TSLA,2025-12-12,42,236.65
ACC-0052,WMT,2025-12-16,12,131.83
ACC-0052,TSLA,2025-12-23,-22,242.68
ACC-0052,TSLA,2025-12-30,41,246.10
ACC-0052,WMT,2026-02-17,59,143.80
ACC-0052,WMT,2026-03-05,1,134.70
ACC-0052,ARM,2026-03-09,29,182.20
ACC-0052,CRWD,2026-03-17,12,437.03
ACC-0052,TSLA,2026-04-08,-34,205.55
ACC-0052,PYPL,2026-04-17,-31,13.09
ACC-0052,CRWD,2026-05-01,36,471.83
ACC-0052,TSLA,2026-05-28,35,221.48
ACC-0052,CRWD,2026-06-08,-10,475.95
ACC-0052,CRWD,2026-06-25,8,519.20
ACC-0052,WMT,2026-07-03,-4,141.08
ACC-0052,AAPL,2026-07-21,-23,126.09
ACC-0053,NFLX,2025-07-10,-57,243.20
ACC-0053,NFLX,2025-08-19,7,190.14
ACC-0053,BA,2025-08-25,7,324.59
ACC-0053,BA,2025-08-26,4,328.90
ACC-0053,BA,2025-09-04,3,340.22
ACC-0053,NFLX,2025-09-19,46,191.32
ACC-0053,BA,2025-10-07,-7,342.15
ACC-0053,NFLX,2025-10-08,35,204.69
ACC-0053,BA,2025-10-27,57,321.66
ACC-0053,NFLX,2025-10-28,-31,221.23
ACC-0053,BA,2025-11-10,-53,347.05
ACC-0053,NFLX,2025-12-01,10,207.07
ACC-0053,SOFI,2025-12-11,-56,22.92
ACC-0053,NFLX,2026-01-22,49,219.67
ACC-0053,BA,2026-01-27,-52,368.25
ACC-0053,NFLX,2026-02-20,44,216.02
ACC-0053,BA,2026-02-26,11,469.28
ACC-0053,NFLX,2026-02-27,-44,211.10
ACC-0053,NFLX,2026-03-09,-44,207.91
ACC-0053,BA,2026-03-26,39,480.69
ACC-0053,NFLX,2026-03-31,-43,208.80
ACC-0053,BA,2026-04-07,-39,458.86
ACC-0053,NFLX,2026-05-25,23,213.77
ACC-0053,AMZN,2026-06-15,-2,156.95
ACC-0053,BA,2026-06-24,51,553.15
ACC-0053,NFLX,2026-06-26,24,211.62
ACC-0053,NFLX,2026-07-17,19,189.38
ACC-0053,NFLX,2026-07-23,-58,187.89
ACC-0053,BA,2026-08-06,32,489.37
ACC-0053,NFLX,2026-08-26,59,205.05
ACC-0054,INTC,2025-06-10,-21,205.38
ACC-0054,AVGO,2025-06-16,-17,264.58
ACC-0054,INTC,2025-07-02,6,186.54
ACC-0054,CRWD,2025-07-21,9,372.40
ACC-0054,AVGO,2025-07-22,-37,226.27
ACC-0054,AVGO,2025-09-09,-37,250.72
ACC-0054,AVGO,2025-09-30,-3,279.51
ACC-0054,META,2025-12-01,-13,368.39
ACC-0054,AVGO,2025-12-03,4,349.03
ACC-0054,INTC,2026-01-23,-49,230.92
ACC-0054,AVGO,2026-01-27,-37,283.77
ACC-0054,INTC,2026-03-23,7,245.45
ACC-0054,INTC,2026-07-01,17,225.05
ACC-0054,AVGO,2026-08-19,-17,210.13
ACC-0055,BA,2025-06-03,-20,380.80
ACC-0055,BA,2025-06-04,20,367.20
ACC-0055,SMCI,2025-06-06,28,142.87
ACC-0055,INTC,2025-06-16,41,206.66
ACC-0055,SMCI,2025-06-17,55,129.81
ACC-0055,SMCI,2025-06-24,1,133.48
ACC-0055,SMCI,2025-06-25,-59,135.29
ACC-0055,BA,2025-07-01,-52,346.92
ACC-0055,BA,2025-07-02,13,353.51
ACC-0055,BA,2025-07-11,28,311.34
ACC-0055,SMCI,2025-07-18,-13,145.52
ACC-0055,SMCI,2025-07-25,53,149.36
ACC-0055,SMCI,2025-07-31,51,151.10
ACC-0055,AAPL,2025-08-01,-8,125.06
ACC-0055,META,2025-08-12,1,417.14
ACC-0055,SMCI,2025-08-21,-6,165.99
ACC-0055,BA,2025-08-22,31,323.69
ACC-0055,SMCI,2025-08-26,13,172.02
ACC-0055,BA,2025-08-28,-50,334.45
ACC-0055,SMCI,2025-08-29,-41,182.31
ACC-0055,MSFT,2025-09-04,7,211.41
ACC-0055,SMCI,2025-09-10,50,179.27
ACC-0055,BA,2025-09-23,12,356.72
ACC-0055,BA,2025-09-24,-57,365.33
ACC-0055,SMCI,2025-09-26,8,174.35
ACC-0055,SMCI,2025-10-15,-32,150.40
ACC-0055,BA,2025-11-24,34,304.45
ACC-0055,SMCI,2025-11-26,-8,146.68
ACC-0055,BA,2025-11-28,24,285.00
ACC-0055,BA,2025-12-01,17,288.55
ACC-0055,SMCI,2025-12-10,-21,161.23
ACC-0055,IREN,2025-12-11,5,232.99
ACC-0055,BA,2026-01-06,-44,352.06
ACC-0055,SMCI,2026-01-12,48,168.75
ACC-0055,BA,2026-01-20,-33,352.82
ACC-0055,BA,2026-01-27,50,366.00
ACC-0055,BA,2026-02-04,-54,417.11
ACC-0055,SMCI,2026-02-19,-26,181.05
ACC-0055,SMCI,2026-03-13,-55,195.61
ACC-0055,BA,2026-04-24,-45,434.19
ACC-0055,MSFT,2026-04-29,45,263.10
ACC-0055,SMCI,2026-04-30,27,172.50
ACC-0055,BA,2026-05-07,-15,462.94
ACC-0055,SMCI,2026-05-14,-50,171.72
ACC-0055,BA,2026-05-15,15,468.89
ACC-0055,BA,2026-05-18,-20,479.34
ACC-0055,SMCI,2026-05-22,34,157.58
ACC-0055,INTC,2026-05-27,54,285.10
ACC-0055,BA,2026-05-29,23,511.90
ACC-0055,SMCI,2026-06-02,-40,160.23
ACC-0055,BA,2026-06-17,-20,543.45
ACC-0055,BA,2026-06-23,54,550.10
ACC-0055,SMCI,2026-07-01,9,145.38
ACC-0055,SMCI,2026-07-07,17,152.64
ACC-0055,BA,2026-07-14,53,527.89
ACC-0055,BA,2026-07-20,-41,520.58
ACC-0055,BA,2026-07-31,39,482.06
ACC-0055,SMCI,2026-08-19,9,145.25
ACC-0055,BA,2026-08-21,42,494.26
ACC-0055,QQQ,2026-08-28,-15,198.88
ACC-0055,SMCI,2026-09-01,41,142.13
ACC-0056,META,2025-06-02,-54,338.60
ACC-0056,META,2025-06-06,43,345.01
ACC-0056,META,2025-06-11,-57,341.44
ACC-0056,PLTR,2025-06-12,-22,182.16
ACC-0056,META,2025-06-16,-21,359.09
ACC-0056,META,2025-06-17,28,359.65
ACC-0056,META,2025-06-20,21,373.70
ACC-0056,INTC,2025-06-25,-28,185.58
ACC-0056,META,2025-07-07,21,406.31
ACC-0056,INTC,2025-07-14,1,179.06
ACC-0056,META,2025-07-15,-27,400.05
ACC-0056,META,2025-07-23,47,398.70
ACC-0056,INTC,2025-07-29,11,176.18
ACC-0056,INTC,2025-08-12,9,179.91
ACC-0056,INTC,2025-08-14,-38,182.76
ACC-0056,AMD,2025-08-19,-13,23.52
ACC-0056,META,2025-08-26,55,401.94
ACC-0056,INTC,2025-08-28,-54,211.01
ACC-0056,META,2025-09-03,19,389.18
ACC-0056,META,2025-09-04,-40,402.26
ACC-0056,META,2025-09-24,-12,382.04
ACC-0056,INTC,2025-09-26,55,205.53
ACC-0056,META,2025-10-06,8,361.25
ACC-0056,SPY,2025-10-09,-2,176.11
ACC-0056,INTC,2025-10-15,-54,217.83
ACC-0056,META,2025-10-31,33,370.83
ACC-0056,INTC,2025-11-03,58,226.71
ACC-0056,META,2025-11-10,-51,362.88
ACC-0056,META,2025-11-14,59,348.30
ACC-0056,INTC,2025-11-17,-14,236.72
ACC-0056,INTC,2025-11-24,59,245.13
ACC-0056,META,2025-12-08,52,382.66
ACC-0056,META,2025-12-09,-25,383.59
ACC-0056,INTC,2025-12-10,55,235.44
ACC-0056,INTC,2025-12-17,-29,249.97
ACC-0056,INTC,2025-12-18,-29,237.75
ACC-0056,INTC,2025-12-26,-13,232.37
ACC-0056,INTC,2026-01-08,-60,238.06
ACC-0056,META,2026-01-09,-23,472.47
ACC-0056,INTC,2026-01-12,35,244.19
ACC-0056,BA,2026-01-13,38,344.53
ACC-0056,INTC,2026-01-15,-32,246.18
ACC-0056,BA,2026-01-21,-23,360.11
ACC-0056,META,2026-01-26,48,451.75
ACC-0056,META,2026-01-27,23,446.63
ACC-0056,INTC,2026-01-28,-32,237.01
ACC-0056,DIS,2026-02-03,-40,184.30
ACC-0056,INTC,2026-02-24,30,216.82
ACC-0056,INTC,2026-03-09,-48,251.22
ACC-0056,INTC,2026-03-10,-58,242.07
ACC-0056,META,2026-03-11,-1,533.94
ACC-0056,INTC,2026-03-12,-47,233.34
ACC-0056,INTC,2026-03-13,-37,233.38
ACC-0056,INTC,2026-03-23,19,245.62
ACC-0056,META,2026-03-27,-28,607.83
ACC-0056,META,2026-03-30,45,570.16
ACC-0056,INTC,2026-03-31,52,274.34
ACC-0056,INTC,2026-04-01,2,271.75
ACC-0056,META,2026-04-07,1,533.03
ACC-0056,INTC,2026-04-13,-18,293.90
ACC-0056,META,2026-04-23,-18,519.42
ACC-0056,INTC,2026-04-24,24,320.82
ACC-0056,INTC,2026-04-28,39,309.53
ACC-0056,INTC,2026-04-30,-41,299.91
ACC-0056,META,2026-05-06,-27,523.03
ACC-0056,INTC,2026-05-20,18,283.66
ACC-0056,META,2026-05-21,40,527.49
ACC-0056,META,2026-05-25,-36,520.29
ACC-0056,TSLA,2026-05-26,1,229.88
ACC-0056,META,2026-05-28,34,522.53
ACC-0056,INTC,2026-06-03,-3,276.37
ACC-0056,INTC,2026-06-12,50,252.80
ACC-0056,AVGO,2026-06-15,-10,173.13
ACC-0056,AMD,2026-06-17,-27,31.05
ACC-0056,META,2026-06-26,-5,465.59
ACC-0056,META,2026-06-30,-48,475.54
ACC-0056,INTC,2026-07-01,27,223.67
ACC-0056,META,2026-07-08,16,514.44
ACC-0056,META,2026-07-17,-38,491.96
ACC-0056,META,2026-07-28,54,501.40
ACC-0056,INTC,2026-08-04,16,242.09
ACC-0056,INTC,2026-08-11,-42,231.75
ACC-0056,META,2026-08-12,-20,511.23
ACC-0056,META,2026-08-19,-43,541.37
ACC-0056,INTC,2026-08-20,19,241.40
ACC-0056,INTC,2026-08-24,28,234.19
ACC-0056,META,2026-08-27,-6,528.41
ACC-0056,META,2026-09-01,14,510.12
ACC-0057,META,2025-06-02,-5,338.02
ACC-0057,META,2025-06-13,52,353.41
ACC-0057,META,2025-06-17,-27,361.22
ACC-0057,META,2025-06-19,3,373.14
ACC-0057,GOOGL,2025-06-25,-17,168.62
ACC-0057,META,2025-07-09,-60,412.84
ACC-0057,META,2025-07-14,6,406.92
ACC-0057,META,2025-08-04,-48,395.59
ACC-0057,PLTR,2025-08-06,3,185.91
ACC-0057,CRWD,2025-08-07,22,400.57
ACC-0057,CRWD,2025-09-08,14,390.77
ACC-0057,META,2025-09-11,50,395.34
ACC-0057,META,2025-09-24,58,382.78
ACC-0057,META,2025-09-26,-35,366.17
ACC-0057,CRWD,2025-10-10,13,386.30
ACC-0057,META,2025-10-16,41,364.71
ACC-0057,META,2025-10-24,4,372.70
ACC-0057,CRWD,2025-10-29,-33,400.11
ACC-0057,CRWD,2025-10-30,31,403.86
ACC-0057,RIVN,2025-11-03,24,395.85
ACC-0057,CRWD,2025-11-05,-43,393.07
ACC-0057,META,2025-11-19,49,355.56
ACC-0057,CRWD,2025-11-24,-14,428.98
ACC-0057,RIVN,2025-12-05,-23,418.95
ACC-0057,CRWD,2026-01-06,-59,516.79
ACC-0057,META,2026-01-14,3,503.14
ACC-0057,META,2026-02-02,11,500.20
ACC-0057,META,2026-02-10,21,521.46
ACC-0057,META,2026-03-09,48,530.27
ACC-0057,TSM,2026-03-11,-2,276.70
ACC-0057,MU,2026-03-13,10,195.48
ACC-0057,CRWD,2026-03-16,-12,444.29
ACC-0057,CRWD,2026-03-27,-28,475.41
ACC-0057,CRWD,2026-03-31,-47,471.13
ACC-0057,CRWD,2026-04-10,13,468.09
ACC-0057,META,2026-04-21,45,511.83
ACC-0057,META,2026-04-23,59,523.30
ACC-0057,META,2026-05-06,58,524.62
ACC-0058,NFLX,2025-06-02,-11,232.95
ACC-0058,SNAP,2025-06-09,-45,14.49
ACC-0058,SNAP,2025-06-10,-44,15.28
ACC-0058,NFLX,2025-06-16,48,234.57
ACC-0058,NFLX,2025-07-15,-1,239.74
ACC-0058,AVGO,2025-07-17,19,216.03
ACC-0058,BA,2025-08-04,-21,330.20
ACC-0058,BA,2025-08-05,-40,317.66
ACC-0058,BA,2025-08-07,39,316.70
ACC-0058,NFLX,2025-08-13,8,201.56
ACC-0058,NFLX,2025-08-22,-33,200.84
ACC-0058,NFLX,2025-09-03,-14,201.81
ACC-0058,BA,2025-09-10,-39,357.90
ACC-0058,BA,2025-09-16,-24,356.90
ACC-0058,SNAP,2025-09-19,-44,15.93
ACC-0058,TSLA,2025-10-01,-3,201.91
ACC-0058,SNAP,2025-10-08,22,15.01
ACC-0058,SNAP,2025-10-17,-58,14.82
ACC-0058,BA,2025-10-31,33,334.34
ACC-0058,BA,2025-11-18,24,313.23
ACC-0058,NFLX,2025-11-19,45,199.59
ACC-0058,NFLX,2025-11-20,53,206.02
ACC-0058,NFLX,2025-12-08,-12,203.16
ACC-0058,BA,2025-12-10,50,294.60
ACC-0058,BA,2025-12-23,-12,332.83
ACC-0058,BA,2025-12-31,51,362.28
ACC-0058,SNAP,2026-01-07,23,19.79
ACC-0058,NFLX,2026-01-14,38,214.26
ACC-0058,NFLX,2026-02-12,45,210.42
ACC-0058,NFLX,2026-02-26,46,213.81
ACC-0058,BA,2026-03-06,58,461.63
ACC-0058,BA,2026-03-12,14,457.72
ACC-0058,MRVL,2026-03-19,-33,179.86
ACC-0058,BA,2026-03-23,-46,474.82
ACC-0058,SNAP,2026-03-31,38,18.23
ACC-0058,NFLX,2026-04-20,46,214.33
ACC-0058,SPY,2026-05-13,43,146.27
ACC-0058,BA,2026-05-26,36,477.20
ACC-0058,BA,2026-05-28,-58,506.98
ACC-0058,SNAP,2026-06-09,-25,13.67
ACC-0058,BA,2026-06-24,-57,555.76
ACC-0058,NFLX,2026-07-10,-55,200.36
ACC-0058,SNAP,2026-07-28,-32,15.47
ACC-0058,NFLX,2026-08-10,-43,198.66
ACC-0058,NFLX,2026-08-11,-9,205.84
ACC-0058,SNAP,2026-09-02,14,15.30
ACC-0059,AAPL,2025-06-27,27,127.43
ACC-0059,IREN,2025-07-01,-27,181.38
ACC-0059,IREN,2025-07-04,-31,190.17
ACC-0059,AAPL,2025-08-01,27,124.50
ACC-0059,SPY,2025-08-04,-58,150.67
ACC-0059,IREN,2025-08-06,31,206.21
ACC-0059,IREN,2025-08-18,23,200.24
ACC-0059,AAPL,2025-09-15,38,105.84
ACC-0059,IREN,2025-10-01,56,226.85
ACC-0059,IREN,2025-10-02,30,224.80
ACC-0059,AAPL,2025-10-08,56,111.33
ACC-0059,AMZN,2025-10-09,-31,109.52
ACC-0059,SHOP,2025-10-13,13,321.73
ACC-0059,AAPL,2025-10-24,21,120.24
ACC-0059,AAPL,2025-10-29,-37,119.30
ACC-0059,AAPL,2025-11-14,-39,117.36
ACC-0059,IREN,2025-11-19,-54,227.63
ACC-0059,IREN,2025-11-25,30,231.27
ACC-0059,AAPL,2025-11-27,-34,126.44
ACC-0059,AAPL,2025-12-12,-41,135.68
ACC-0059,AAPL,2025-12-30,-56,140.59
ACC-0059,AAPL,2026-01-05,9,137.35
ACC-0059,UNH,2026-01-07,-43,107.30
ACC-0059,AAPL,2026-01-08,6,131.07
ACC-0059,IREN,2026-01-15,-24,237.66
ACC-0059,IREN,2026-01-19,-48,248.96
ACC-0059,HOOD,2026-01-21,-54,166.92
ACC-0059,IREN,2026-01-26,-12,257.16
ACC-0059,SMCI,2026-01-29,-10,187.41
ACC-0059,AAPL,2026-02-04,-12,127.07
ACC-0059,IREN,2026-02-12,-35,259.67
ACC-0059,IREN,2026-03-03,-3,245.20
ACC-0059,IREN,2026-03-09,9,249.88
ACC-0059,AVGO,2026-03-17,20,218.40
ACC-0059,IREN,2026-03-23,-8,296.08
ACC-0059,AAPL,2026-03-24,-51,141.06
ACC-0059,XOM,2026-03-25,-25,227.47
ACC-0059,AAPL,2026-03-27,-6,140.65
ACC-0059,IREN,2026-04-21,54,305.94
ACC-0059,CRWD,2026-04-23,-51,454.00
ACC-0059,AAPL,2026-05-08,50,159.07
ACC-0059,IREN,2026-05-14,-9,334.79
ACC-0059,IREN,2026-05-20,18,316.07
ACC-0059,AAPL,2026-05-22,26,152.74
ACC-0059,AAPL,2026-05-27,44,156.59
ACC-0059,IREN,2026-06-03,13,317.41
ACC-0059,AAPL,2026-06-12,-20,150.64
ACC-0059,AAPL,2026-06-24,46,135.83
ACC-0059,AAPL,2026-06-25,-15,132.23
ACC-0059,IREN,2026-06-26,-44,291.77
ACC-0059,IREN,2026-07-13,-29,302.27
ACC-0059,IREN,2026-07-16,49,295.53
ACC-0059,AAPL,2026-07-27,-36,124.89
ACC-0059,IREN,2026-07-30,-37,294.35
ACC-0059,IREN,2026-08-13,22,308.00
ACC-0059,IREN,2026-08-17,-34,303.36
ACC-0059,IREN,2026-08-20,-16,305.80
ACC-0059,AAPL,2026-09-04,23,139.98
ACC-0060,NFLX,2025-06-09,-24,226.29
ACC-0060,AMD,2025-06-18,-25,23.67
ACC-0060,MSTR,2025-07-16,-32,56.10
ACC-0060,NFLX,2025-07-24,21,237.23
ACC-0060,WMT,2025-07-30,7,145.99
ACC-0060,WMT,2025-08-28,-25,167.50
ACC-0060,WMT,2025-09-17,-25,149.10
ACC-0060,NFLX,2025-11-18,-42,195.14
ACC-0060,MSTR,2025-12-23,-55,56.28
ACC-0060,WMT,2026-02-23,7,140.04
ACC-0060,NFLX,2026-02-27,-11,209.95
ACC-0060,WMT,2026-03-23,-5,117.18
ACC-0060,NFLX,2026-04-03,32,211.79
ACC-0060,MSTR,2026-04-07,-59,66.55
ACC-0060,WMT,2026-05-04,5,121.33
ACC-0060,NFLX,2026-05-26,34,209.58
ACC-0061,DIS,2025-06-03,-1,279.84
ACC-0061,META,2025-07-01,-54,407.29
ACC-0061,CRWD,2025-07-11,12,388.31
ACC-0061,META,2025-07-21,17,405.20
ACC-0061,CRWD,2025-09-16,-56,370.77
ACC-0061,META,2025-09-25,-36,368.21
ACC-0061,META,2025-10-01,9,344.47
ACC-0061,META,2025-10-28,7,362.42
ACC-0061,NFLX,2025-11-04,-48,204.98
ACC-0061,CRWD,2025-12-03,31,484.13
ACC-0061,NFLX,2025-12-04,15,208.66
ACC-0061,NFLX,2026-01-22,31,219.33
ACC-0061,META,2026-01-27,54,445.14
ACC-0061,META,2026-01-29,-55,475.53
ACC-0061,NFLX,2026-02-03,-17,213.74
ACC-0061,CRWD,2026-02-20,29,467.15
ACC-0061,NFLX,2026-02-25,33,222.50
ACC-0061,CRWD,2026-03-04,11,456.23
ACC-0061,META,2026-03-11,12,532.00
ACC-0061,META,2026-03-12,30,537.80
ACC-0061,NFLX,2026-04-09,30,218.86
ACC-0061,META,2026-04-15,-19,515.36
ACC-0061,META,2026-05-11,-26,515.60
ACC-0061,CRWD,2026-05-21,35,481.29
ACC-0061,META,2026-05-22,-19,524.48
ACC-0061,NFLX,2026-05-25,-37,214.74
ACC-0061,PLTR,2026-05-28,-8,199.69
ACC-0061,NFLX,2026-06-19,42,199.93
ACC-0061,NFLX,2026-06-23,40,201.65
ACC-0061,META,2026-06-25,8,459.70
ACC-0061,CRWD,2026-07-07,-20,556.22
ACC-0061,META,2026-07-08,-59,514.34
ACC-0062,MSTR,2025-06-13,13,54.41
ACC-0062,NFLX,2025-06-17,41,228.99
ACC-0062,META,2025-06-19,18,370.35
ACC-0062,NFLX,2025-07-01,-22,241.84
ACC-0062,MU,2025-07-07,-58,157.41
ACC-0062,NFLX,2025-07-09,-43,243.70
ACC-0062,NFLX,2025-07-28,-35,238.70
ACC-0062,AMZN,2025-07-30,-35,90.26
ACC-0062,NFLX,2025-08-08,-32,200.76
ACC-0062,NFLX,2025-08-15,-31,196.64
ACC-0062,MSTR,2025-09-11,33,65.88
ACC-0062,GOOGL,2025-09-12,39,152.44
ACC-0062,NFLX,2025-09-15,20,196.95
ACC-0062,MSTR,2025-09-25,-44,66.69
ACC-0062,NVDA,2025-10-01,-15,284.94
ACC-0062,NFLX,2025-10-20,26,215.18
ACC-0062,AAPL,2025-11-04,59,118.11
ACC-0062,NFLX,2025-11-14,47,189.44
ACC-0062,MSTR,2025-11-24,-60,69.58
ACC-0062,MRVL,2025-12-12,21,178.51
ACC-0062,NFLX,2025-12-16,9,207.10
ACC-0062,NFLX,2025-12-22,-21,225.29
ACC-0062,HOOD,2026-01-21,48,165.89
ACC-0062,INTC,2026-02-04,-11,242.39
ACC-0062,INTC,2026-02-10,17,230.84
ACC-0062,MSTR,2026-03-10,55,62.98
ACC-0062,MSTR,2026-03-25,-9,66.30
ACC-0062,MSTR,2026-03-31,-30,66.77
ACC-0062,AVGO,2026-04-01,-43,229.08
ACC-0062,META,2026-04-03,-33,547.47
ACC-0062,MSTR,2026-04-16,30,64.39
ACC-0062,NFLX,2026-04-20,33,214.19
ACC-0062,NFLX,2026-04-22,28,210.10
ACC-0062,MSTR,2026-04-27,24,65.70
ACC-0062,MSTR,2026-04-28,36,64.38
ACC-0062,NFLX,2026-04-30,47,216.13
ACC-0062,MSTR,2026-05-05,-58,65.35
ACC-0062,MSTR,2026-05-08,3,66.15
ACC-0062,NFLX,2026-05-13,-54,219.61
ACC-0062,MSTR,2026-05-20,34,69.72
ACC-0062,INTC,2026-05-25,-9,280.16
ACC-0062,MSTR,2026-05-26,26,70.33
ACC-0062,MSTR,2026-05-29,48,65.15
ACC-0062,MSTR,2026-06-03,-14,64.74
ACC-0062,MSTR,2026-06-12,-24,69.07
ACC-0062,MSTR,2026-06-16,-49,68.87
ACC-0062,MSTR,2026-06-18,-56,71.50
ACC-0062,MSTR,2026-06-30,-46,73.16
ACC-0062,MSTR,2026-07-07,13,71.19
ACC-0062,MSTR,2026-07-15,-31,66.90
ACC-0062,MSTR,2026-07-20,39,66.48
ACC-0062,NFLX,2026-07-27,-55,188.25
ACC-0062,NVDA,2026-07-31,28,339.99
ACC-0063,SMCI,2025-06-13,33,131.75
ACC-0063,DIS,2025-06-16,-30,280.89
ACC-0063,DIS,2025-07-07,21,299.08
ACC-0063,SMCI,2025-08-21,-16,165.57
ACC-0063,DIS,2025-09-30,-14,265.47
ACC-0063,SMCI,2025-11-03,-12,156.95
ACC-0063,SMCI,2025-11-12,36,144.55
ACC-0063,SMCI,2025-11-24,-1,147.63
ACC-0063,SMCI,2026-01-21,57,175.70
ACC-0063,DIS,2026-02-12,-45,171.27
ACC-0063,SMCI,2026-02-17,-50,182.87
ACC-0063,DIS,2026-03-05,-50,179.75
ACC-0063,SMCI,2026-03-12,56,188.45
ACC-0063,SMCI,2026-04-15,-44,179.77
ACC-0063,SMCI,2026-06-19,13,163.82
ACC-0063,DIS,2026-08-05,-24,343.93
ACC-0064,HOOD,2025-06-16,-32,158.25
ACC-0064,SOFI,2025-06-23,8,41.41
ACC-0064,RIVN,2025-06-24,-39,419.97
ACC-0064,SNAP,2025-06-26,43,14.13
ACC-0064,HOOD,2025-07-03,-43,166.98
ACC-0064,HOOD,2025-07-21,59,169.92
ACC-0064,SOFI,2025-08-04,-53,39.04
ACC-0064,SOFI,2025-08-18,-52,39.09
ACC-0064,SOFI,2025-09-16,-29,34.95
ACC-0064,HOOD,2025-10-06,-18,169.56
ACC-0064,HOOD,2025-11-06,-26,168.52
ACC-0064,SOFI,2025-11-18,6,27.46
ACC-0064,SOFI,2025-12-08,24,22.68
ACC-0064,SPY,2025-12-15,42,168.11
ACC-0064,SPY,2025-12-31,56,174.73
ACC-0064,SPY,2026-01-16,58,168.05
ACC-0064,SOFI,2026-01-20,38,21.53
ACC-0064,SPY,2026-01-23,-53,171.65
ACC-0064,SPY,2026-01-27,5,179.10
ACC-0064,SPY,2026-01-29,-17,183.04
ACC-0064,NFLX,2026-02-16,-2,216.29
ACC-0064,HOOD,2026-02-24,-12,173.77
ACC-0064,HOOD,2026-03-10,47,171.20
ACC-0064,SPY,2026-04-13,27,152.68
ACC-0064,SOFI,2026-04-16,54,20.46
ACC-0064,SOFI,2026-04-24,55,19.24
ACC-0064,HOOD,2026-05-12,-13,152.76
ACC-0064,MSTR,2026-05-25,8,68.49
ACC-0064,HOOD,2026-06-02,-31,166.31
ACC-0064,SOFI,2026-06-17,8,19.58
ACC-0064,SPY,2026-06-26,18,166.04
ACC-0064,UBER,2026-06-29,-31,259.70
ACC-0064,HOOD,2026-07-02,60,161.74
ACC-0064,COIN,2026-07-06,5,223.44
ACC-0064,SOFI,2026-07-22,24,18.51
ACC-0064,SOFI,2026-07-24,39,18.00
ACC-0064,MRVL,2026-08-06,9,188.56
ACC-0064,SHOP,2026-08-13,57,358.19
ACC-0065,RIVN,2025-06-05,-6,383.54
ACC-0065,NVDA,2025-06-11,-24,227.79
ACC-0065,RIVN,2025-07-02,44,408.08
ACC-0065,INTC,2025-07-03,30,189.59
ACC-0065,ARM,2025-07-14,34,186.10
ACC-0065,RIVN,2025-07-15,59,420.66
ACC-0065,NVDA,2025-07-16,21,232.47
ACC-0065,NVDA,2025-08-13,52,258.68
ACC-0065,NVDA,2025-08-21,22,260.19
ACC-0065,RIVN,2025-09-01,40,404.17
ACC-0065,DIS,2025-09-22,41,267.37
ACC-0065,NVDA,2025-09-26,-20,275.05
ACC-0065,VRT,2025-10-03,5,100.49
ACC-0065,NVDA,2025-10-15,-4,295.00
ACC-0065,NVDA,2025-10-22,-11,282.93
ACC-0065,NVDA,2025-10-23,46,284.90
ACC-0065,NVDA,2025-10-31,-2,278.27
ACC-0065,NVDA,2025-11-04,40,282.62
ACC-0065,NVDA,2025-11-07,13,270.03
ACC-0065,RIVN,2025-11-10,-47,387.50
ACC-0065,RIVN,2025-11-12,-57,396.33
ACC-0065,AMZN,2025-11-14,9,120.64
ACC-0065,NVDA,2025-11-21,-4,274.78
ACC-0065,NVDA,2025-11-26,-9,270.72
ACC-0065,NVDA,2025-11-28,6,268.75
ACC-0065,SMCI,2025-12-01,-58,147.25
ACC-0065,NVDA,2025-12-03,-48,277.81
ACC-0065,NVDA,2025-12-05,-49,272.46
ACC-0065,SPY,2025-12-29,-7,178.93
ACC-0065,RIVN,2026-01-27,25,383.11
